model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 Up,2019,9990,Manual,550,Petrol,145,54.3,1.0,VW,9401
 Golf,2016,12990,Manual,35000,Petrol,30,53.3,1.4,VW,34664
 TT,2013,12500,Manual,36516,Diesel,150,53.3,2.0,Audi,33786
 Polo,2017,10450,Manual,15993,Petrol,150,60.1,1.0,VW,36176
 A3,2019,20250,Semi-Auto,5789,Diesel,145,52.3,1.6,Audi,33081
 Golf,2017,23975,Semi-Auto,12187,Petrol,145,39.2,2.0,VW,29655
 1 Series,2019,18380,Automatic,16899,Petrol,145,54.3,1.5,BMW,43516
 Passat,2017,14995,Manual,33743,Diesel,20,67.3,2.0,VW,25576
 A1,2019,24490,Semi-Auto,550,Petrol,145,44.1,1.0,Audi,1105
 E Class,2019,46199,Semi-Auto,5047,Diesel,145,47.1,3.0,Mercedes,23578
 E Class,2019,24999,Semi-Auto,7773,Diesel,145,67.3,2.0,Mercedes,12813
 C Class,2015,18500,Automatic,30891,Diesel,30,64.2,2.1,Mercedes,16905
 1 Series,2016,15480,Automatic,30900,Petrol,145,47.9,2.0,BMW,8564
 C Class,2019,38995,Automatic,500,Petrol,145,29.7,3.0,Mercedes,22830
 A5,2019,33990,Automatic,5000,Diesel,145,47.1,2.0,Audi,24210
 A3,2017,17990,Semi-Auto,25335,Petrol,30,56.5,1.4,Audi,17787
 GLC Class,2019,37680,Automatic,4895,Diesel,145,40.9,2.0,Mercedes,12420
 1 Series,2019,16500,Semi-Auto,5000,Diesel,145,72.4,1.5,BMW,42925
 CLS Class,2017,28995,Semi-Auto,8591,Petrol,150,39.2,3.5,Mercedes,37654
 Q2,2019,25000,Manual,9,Diesel,145,49.6,1.6,Audi,26377
 CL Class,2016,20500,Semi-Auto,32626,Petrol,200,41.5,2.0,Mercedes,22444
 1 Series,2016,10849,Manual,32690,Diesel,0,78.5,1.5,BMW,31959
 A Class,2017,17295,Automatic,16813,Diesel,145,68.9,2.1,Mercedes,14779
 3 Series,2013,8950,Manual,96308,Diesel,125,60.1,2.0,BMW,2295
 Tiguan,2015,9498,Manual,68222,Diesel,160,48.7,2.0,VW,41699
 C Class,2015,17901,Semi-Auto,9601,Petrol,125,52.3,2.0,Mercedes,14558
 Up,2015,7500,Manual,5153,Petrol,20,62.8,1.0,VW,39336
 T-Cross,2019,18990,Manual,4774,Diesel,145,52.3,1.6,VW,27077
 A Class,2020,24109,Semi-Auto,1000,Diesel,145,67.3,1.5,Mercedes,28636
 Touareg,2019,49000,Semi-Auto,4000,Diesel,145,34.0,3.0,VW,15046
 A3,2019,22000,Semi-Auto,14686,Petrol,145,42.2,1.5,Audi,20847
 3 Series,2016,20000,Automatic,39510,Petrol,205,41.5,3.0,BMW,43798
 C Class,2019,30572,Automatic,5524,Petrol,145,44.1,1.5,Mercedes,36569
 1 Series,2017,19990,Automatic,27108,Petrol,145,39.8,3.0,BMW,23457
 Tiguan,2019,19990,Manual,12802,Petrol,150,40.9,1.5,VW,25240
 C Class,2014,11990,Automatic,50000,Diesel,20,65.7,2.1,Mercedes,3603
 Q3,2019,26950,Automatic,6500,Diesel,150,48.7,2.0,Audi,770
 X1,2017,14100,Manual,46134,Diesel,150,68.9,2.0,BMW,36968
 Golf,2018,14791,Manual,28212,Diesel,150,61.4,1.6,VW,43671
 Polo,2016,11495,Semi-Auto,4383,Petrol,20,60.1,1.2,VW,3893
 A Class,2017,17150,Semi-Auto,18750,Diesel,145,68.9,2.1,Mercedes,1369
 GLA Class,2017,18624,Automatic,24314,Diesel,145,64.2,2.1,Mercedes,23305
 B Class,2019,23899,Automatic,1000,Diesel,145,55.4,2.0,Mercedes,7774
 A4,2014,9999,Manual,51514,Diesel,30,62.8,2.0,Audi,13677
 3 Series,2016,17400,Automatic,61852,Diesel,200,49.6,3.0,BMW,20762
 Golf,2014,9998,Manual,60665,Petrol,30,58.9,1.4,VW,8829
 1 Series,2015,12500,Manual,37584,Diesel,30,62.8,2.0,BMW,7663
 A Class,2020,138439,Semi-Auto,1000,Petrol,145,22.1,4.0,Mercedes,19165
 Q2,2020,30995,Semi-Auto,2142,Diesel,145,44.8,2.0,Audi,35932
 A3,2017,25990,Semi-Auto,25874,Petrol,150,43.5,2.0,Audi,20188
 Tiguan,2017,23671,Semi-Auto,23123,Diesel,160,49.6,2.0,VW,1365
 Passat,2017,14999,Manual,21421,Diesel,145,68.9,2.0,VW,39584
 Golf,2014,8995,Manual,29072,Petrol,125,53.3,1.4,VW,18560
 A Class,2018,17998,Automatic,15724,Diesel,145,70.6,2.1,Mercedes,31392
 Polo,2020,13900,Manual,1600,Petrol,150,48.7,1.0,VW,6844
 C Class,2011,7500,Manual,91000,Diesel,125,60.1,2.1,Mercedes,24483
 3 Series,2019,38500,Automatic,7699,Diesel,145,48.7,2.0,BMW,2754
 Golf,2018,26500,Semi-Auto,5352,Petrol,145,39.8,2.0,VW,31176
 A Class,2016,11999,Manual,58223,Diesel,20,72.4,1.5,Mercedes,12646
 E Class,2017,20999,Semi-Auto,43232,Diesel,145,65.7,2.0,Mercedes,4248
 A Class,2019,20780,Semi-Auto,11324,Petrol,145,53.3,1.3,Mercedes,43947
 3 Series,2010,9990,Automatic,55000,Diesel,235,44.1,3.0,BMW,913
 Passat,2019,16656,Semi-Auto,14602,Diesel,145,53.3,2.0,VW,31768
 Passat,2016,8695,Manual,86550,Diesel,20,68.9,2.0,VW,39164
 3 Series,2016,12400,Manual,34657,Diesel,20,68.9,2.0,BMW,25106
 Touran,2019,25995,Semi-Auto,100,Diesel,145,45.6,2.0,VW,27629
 GLC Class,2018,59124,Semi-Auto,6982,Petrol,145,26.4,4.0,Mercedes,22452
 A Class,2019,21895,Manual,520,Petrol,145,47.1,1.3,Mercedes,5780
 GLA Class,2015,17960,Semi-Auto,38339,Diesel,125,56.5,2.1,Mercedes,38247
 A Class,2019,34999,Semi-Auto,1690,Petrol,145,36.7,2.0,Mercedes,41276
 Golf,2015,16995,Semi-Auto,27500,Petrol,160,44.1,2.0,VW,30323
 Touran,2016,16995,Semi-Auto,25957,Diesel,125,60.1,2.0,VW,44757
 A3,2019,17400,Manual,4557,Diesel,145,49.6,1.6,Audi,19689
 5 Series,2019,34990,Semi-Auto,101,Diesel,145,53.3,3.0,BMW,31919
 T-Roc,2019,21998,Manual,6712,Diesel,145,46.3,2.0,VW,29885
 SL CLASS,2016,18998,Semi-Auto,29302,Diesel,30,70.6,2.1,Mercedes,10384
 X1,2017,20950,Semi-Auto,31834,Petrol,160,44.8,2.0,BMW,23915
 Polo,2019,14499,Manual,5000,Other,145,47.9,1.0,VW,3502
 Golf,2016,11950,Manual,28847,Petrol,30,53.3,1.4,VW,747
 Golf SV,2019,20014,Semi-Auto,11126,Petrol,145,42.2,1.5,VW,45216
 Golf,2018,12200,Manual,32808,Petrol,150,58.9,1.0,VW,18307
 3 Series,2017,12450,Automatic,72065,Diesel,20,70.6,2.0,BMW,42599
 CL Class,2018,19660,Semi-Auto,7960,Petrol,150,52.3,1.6,Mercedes,17713
 Tiguan,2019,28990,Semi-Auto,12000,Diesel,145,39.8,2.0,VW,7658
 Golf,2015,9869,Manual,51062,Diesel,20,68.9,2.0,VW,16067
 Polo,2019,20995,Semi-Auto,3000,Petrol,145,39.8,2.0,VW,4326
 GLC Class,2018,25250,Automatic,22138,Diesel,150,56.5,2.1,Mercedes,26921
 Golf,2019,20290,Manual,1310,Petrol,145,50.4,1.5,VW,42600
 Tiguan,2019,23995,Semi-Auto,1539,Petrol,150,37.7,1.5,VW,16196
 Polo,2017,11000,Manual,14808,Petrol,150,60.1,1.2,VW,38603
 5 Series,2015,17000,Semi-Auto,40750,Diesel,160,50.4,3.0,BMW,18881
 Passat,2019,24498,Semi-Auto,10,Diesel,145,53.3,2.0,VW,39085
 A Class,2020,28490,Semi-Auto,497,Diesel,145,56.5,2.0,Mercedes,11802
 A5,2019,24992,Manual,7951,Diesel,145,64.2,2.0,Audi,26344
 3 Series,2016,18790,Automatic,31000,Diesel,200,49.6,3.0,BMW,5588
 Tiguan,2016,16444,Manual,19732,Diesel,165,50.4,2.0,VW,10573
 Q5,2017,27000,Automatic,30549,Petrol,150,40.4,2.0,Audi,19497
 A1,2019,21000,Automatic,4849,Petrol,145,47.1,1.0,Audi,6939
 2 Series,2018,19240,Automatic,13077,Petrol,145,47.9,2.0,BMW,17225
 Q2,2019,21950,Semi-Auto,2468,Diesel,145,46.3,1.6,Audi,16731
 E Class,2019,24849,Semi-Auto,13910,Diesel,145,72.4,2.0,Mercedes,44833
 4 Series,2016,11250,Manual,97706,Diesel,30,62.8,2.0,BMW,16348
 Polo,2017,10498,Manual,18683,Petrol,145,60.1,1.0,VW,43975
 A4,2016,15498,Manual,27370,Diesel,30,64.2,2.0,Audi,15607
 Q2,2019,22450,Manual,4195,Diesel,145,47.9,1.6,Audi,46507
 Tiguan,2019,21999,Manual,11743,Diesel,145,47.9,2.0,VW,40055
 B Class,2019,21980,Semi-Auto,12754,Petrol,145,45.6,1.3,Mercedes,4265
 Golf,2015,15099,Manual,52828,Petrol,200,39.8,2.0,VW,10522
 Polo,2017,9495,Manual,21857,Petrol,20,60.1,1.0,VW,22832
 A Class,2017,12600,Manual,25535,Diesel,0,80.7,1.5,Mercedes,42505
 C Class,2019,30799,Semi-Auto,3721,Diesel,145,57.7,2.0,Mercedes,34903
 A Class,2016,13890,Manual,35933,Petrol,125,51.4,1.6,Mercedes,15839
 Tiguan,2017,23495,Automatic,24298,Petrol,145,38.2,2.0,VW,21044
 A6,2019,35000,Automatic,4000,Diesel,145,47.9,2.0,Audi,35609
 X3,2014,17495,Semi-Auto,54075,Diesel,145,54.3,2.0,BMW,3286
 Golf,2016,10290,Manual,46659,Diesel,0,72.4,1.6,VW,20054
 5 Series,2019,27440,Semi-Auto,9131,Diesel,145,62.8,2.0,BMW,34146
 GLA Class,2014,13995,Semi-Auto,40423,Diesel,30,62.8,2.1,Mercedes,17720
 5 Series,2016,15797,Automatic,33689,Diesel,30,62.8,2.0,BMW,16684
 5 Series,2017,15500,Automatic,39773,Diesel,125,60.1,2.0,BMW,30480
 X5,2019,45840,Automatic,10923,Diesel,145,37.7,3.0,BMW,10075
 Tiguan,2019,20800,Manual,8950,Petrol,145,38.2,1.5,VW,49
 Passat,2019,24790,Manual,2500,Petrol,145,43.5,1.5,VW,25712
 Up,2020,11989,Manual,2800,Petrol,145,54.3,1.0,VW,42957
 4 Series,2015,15995,Automatic,47822,Diesel,30,65.7,2.0,BMW,24029
 Tiguan,2017,15950,Manual,22850,Diesel,125,58.9,2.0,VW,36628
 Q3,2016,20495,Semi-Auto,28994,Diesel,160,50.4,2.0,Audi,17937
 CL Class,2019,26449,Semi-Auto,9859,Diesel,145,51.4,2.2,Mercedes,42955
 1 Series,2018,14980,Semi-Auto,22368,Petrol,145,55.5,1.5,BMW,33678
 A3,2019,19888,Manual,6161,Diesel,145,56.5,2.0,Audi,7245
 3 Series,2018,22980,Semi-Auto,18286,Diesel,145,56.5,3.0,BMW,35444
 C Class,2016,17399,Semi-Auto,53000,Diesel,125,60.1,2.1,Mercedes,31291
 Q5,2016,22295,Semi-Auto,32300,Diesel,200,47.1,2.0,Audi,43597
 5 Series,2015,14500,Automatic,33731,Diesel,30,62.8,2.0,BMW,16090
 4 Series,2020,26990,Semi-Auto,7,Petrol,145,48.7,2.0,BMW,19554
 C Class,2015,12800,Automatic,70804,Diesel,125,60.1,2.1,Mercedes,30707
 A Class,2016,14999,Manual,17971,Petrol,125,51.4,1.6,Mercedes,33658
 Tiguan,2016,23991,Semi-Auto,14780,Diesel,160,49.6,2.0,VW,29776
 X5,2014,27581,Automatic,35881,Diesel,240,44.8,3.0,BMW,27455
 X2,2019,24543,Semi-Auto,3412,Petrol,145,38.7,2.0,BMW,41608
 X3,2019,42795,Semi-Auto,999,Diesel,145,48.7,3.0,BMW,40266
 A Class,2019,24995,Manual,9,Petrol,145,44.1,1.3,Mercedes,18498
 C Class,2016,17450,Semi-Auto,21875,Diesel,30,64.2,1.6,Mercedes,502
 A5,2019,26995,Manual,6000,Petrol,145,47.1,2.0,Audi,18553
 C Class,2017,22999,Semi-Auto,12000,Petrol,145,48.7,2.0,Mercedes,41418
 Golf,2015,15500,Manual,33614,Diesel,20,67.3,2.0,VW,40379
 T-Roc,2018,16790,Manual,26725,Petrol,145,55.4,1.0,VW,14969
 Q3,2017,17498,Manual,21225,Petrol,125,51.4,1.4,Audi,41215
 Up,2020,9999,Manual,5000,Petrol,145,54.3,1.0,VW,39906
 5 Series,2006,4290,Automatic,97000,Petrol,565,29.7,2.5,BMW,174
 Polo,2019,13800,Automatic,12200,Petrol,145,45.6,1.0,VW,24969
 3 Series,2017,19702,Semi-Auto,27225,Diesel,30,62.8,2.0,BMW,20657
 E Class,2018,22980,Semi-Auto,20772,Diesel,145,65.7,2.0,Mercedes,4427
 B Class,2019,27949,Semi-Auto,1732,Petrol,145,37.7,2.0,Mercedes,40281
 2 Series,2020,22450,Manual,10,Diesel,145,64.2,2.0,BMW,10927
 T-Cross,2020,21495,Manual,1500,Diesel,145,53.3,1.6,VW,10896
 T-Roc,2019,23290,Manual,5540,Petrol,145,42.2,1.5,VW,27699
 Scirocco,2011,6975,Manual,80000,Diesel,30,62.8,2.0,VW,26435
 CL Class,2019,26980,Semi-Auto,13947,Diesel,145,51.4,2.2,Mercedes,2451
 E Class,2016,19998,Semi-Auto,29511,Diesel,30,65.7,2.0,Mercedes,12150
 Golf,2017,15995,Manual,22966,Petrol,145,55.4,1.5,VW,22419
 Golf SV,2017,10995,Manual,37532,Petrol,30,55.4,1.4,VW,44069
 Golf,2014,9490,Manual,45107,Petrol,125,53.3,1.4,VW,33078
 A3,2017,16100,Manual,28955,Petrol,145,58.9,1.4,Audi,7738
 A6,2016,18275,Semi-Auto,64919,Diesel,125,58.9,2.0,Audi,15980
 Q5,2019,37400,Semi-Auto,3764,Diesel,150,38.2,2.0,Audi,8711
 Golf,2019,19450,Manual,5000,Petrol,145,50.4,1.5,VW,11757
 A5,2020,59995,Semi-Auto,2000,Diesel,150,40.9,3.0,Audi,33017
 3 Series,2016,15499,Manual,42571,Diesel,125,58.9,2.0,BMW,28017
 Golf,2019,14690,Manual,15300,Diesel,145,57.7,1.6,VW,34213
 Q3,2019,28888,Automatic,7896,Diesel,145,40.9,2.0,Audi,40016
 C Class,2015,16990,Automatic,7976,Petrol,125,52.3,2.0,Mercedes,4010
 T-Cross,2020,22990,Manual,6000,Petrol,145,47.9,1.0,VW,46452
 X3,2017,19500,Manual,30483,Diesel,160,52.3,2.0,BMW,10234
 A5,2019,32485,Automatic,10,Diesel,145,51.4,2.0,Audi,3264
 A4,2019,34000,Automatic,2500,Petrol,145,35.8,2.0,Audi,38183
 Golf,2014,11000,Semi-Auto,51109,Petrol,20,60.1,1.4,VW,25142
 Up,2013,5400,Manual,13461,Petrol,20,62.8,1.0,VW,3345
 C Class,2017,24502,Semi-Auto,22079,Diesel,145,67.3,2.1,Mercedes,30490
 Q3,2018,21000,Automatic,25521,Diesel,145,53.3,2.0,Audi,40508
 4 Series,2018,21216,Semi-Auto,11685,Diesel,145,65.7,2.0,BMW,14884
 X3,2019,42000,Automatic,169,Diesel,145,54.3,2.0,BMW,12741
 A Class,2015,16998,Semi-Auto,39587,Petrol,200,42.8,2.0,Mercedes,46286
 TT,2014,11990,Manual,60000,Petrol,165,44.1,1.8,Audi,13549
 Golf,2015,8590,Manual,40934,Diesel,0,88.3,1.6,VW,36793
 1 Series,2013,8490,Manual,70160,Diesel,125,60.1,2.0,BMW,22749
 4 Series,2019,38995,Automatic,5500,Petrol,145,41.5,3.0,BMW,28135
 Golf,2020,22500,Manual,2000,Diesel,145,62.8,2.0,VW,38733
 1 Series,2018,16998,Manual,14164,Petrol,145,46.3,2.0,BMW,28992
 E Class,2019,22990,Semi-Auto,14107,Diesel,145,72.4,2.0,Mercedes,34100
 C Class,2017,20900,Automatic,34408,Petrol,145,47.1,2.0,Mercedes,37289
 5 Series,2019,25980,Semi-Auto,5389,Petrol,150,36.2,2.0,BMW,30729
 2 Series,2017,15999,Automatic,29122,Petrol,125,51.4,1.5,BMW,21500
 Golf,2017,18989,Automatic,42565,Diesel,150,57.7,2.0,VW,42448
 4 Series,2015,14725,Automatic,49256,Diesel,125,60.1,2.0,BMW,31923
 C Class,2014,14199,Automatic,49241,Diesel,20,64.2,2.1,Mercedes,5645
 T-Roc,2019,25990,Semi-Auto,4233,Diesel,145,49.6,2.0,VW,92
 5 Series,2019,26800,Semi-Auto,3979,Diesel,145,65.7,2.0,BMW,18176
 Polo,2017,11690,Manual,5431,Petrol,20,60.1,1.2,VW,21696
 E Class,2013,11795,Automatic,53300,Diesel,125,58.9,2.1,Mercedes,45967
 Golf,2019,20000,Manual,3273,Petrol,145,47.1,1.5,VW,12960
 Polo,2019,14561,Manual,3291,Petrol,150,52.3,1.0,VW,42376
 C Class,2019,26249,Semi-Auto,8588,Petrol,145,47.1,1.5,Mercedes,10149
 Passat,2019,22998,Semi-Auto,3135,Petrol,145,39.2,1.5,VW,45475
 Golf,2019,17995,Manual,11221,Petrol,145,47.1,1.5,VW,26278
 Passat,2019,19298,Semi-Auto,4801,Petrol,145,41.5,1.5,VW,1777
 E Class,2019,36699,Semi-Auto,11700,Diesel,145,48.7,3.0,Mercedes,43826
 B Class,2019,20890,Semi-Auto,3166,Diesel,145,68.9,2.1,Mercedes,40706
 Q2,2019,25000,Manual,7500,Diesel,145,46.3,1.6,Audi,891
 3 Series,2012,7000,Manual,94111,Diesel,30,62.8,2.0,BMW,19875
 A3,2019,24443,Manual,6000,Petrol,145,42.2,1.5,Audi,45100
 Golf,2016,10199,Manual,37855,Diesel,20,72.4,1.6,VW,17946
 Q2,2017,16496,Automatic,35554,Diesel,145,68.9,1.6,Audi,8181
 E Class,2019,25989,Automatic,3443,Diesel,145,67.3,2.0,Mercedes,45279
 Polo,2019,13490,Manual,2489,Petrol,150,52.3,1.0,VW,30562
 Tiguan,2017,20798,Semi-Auto,10844,Diesel,150,57.6,2.0,VW,4612
 Q2,2019,24499,Manual,5606,Petrol,145,39.2,1.5,Audi,23344
 Golf,2018,12440,Manual,18000,Diesel,150,61.4,1.6,VW,45440
 5 Series,2019,31450,Automatic,13,Petrol,145,48.7,2.0,BMW,28774
 A1,2015,12798,Manual,26811,Petrol,30,58.9,1.4,Audi,879
 Tiguan,2017,17990,Semi-Auto,32489,Diesel,150,57.6,2.0,VW,14384
 GLA Class,2019,24999,Semi-Auto,1000,Diesel,145,64.2,2.1,Mercedes,36043
 GLC Class,2020,75995,Semi-Auto,500,Petrol,145,22.1,4.0,Mercedes,14569
 1 Series,2015,9000,Manual,46295,Diesel,0,83.1,1.5,BMW,37888
 Tiguan,2016,12765,Manual,48110,Diesel,150,53.3,2.0,VW,16457
 X5,2019,50000,Semi-Auto,5145,Diesel,150,37.7,3.0,BMW,22434
 C Class,2016,18200,Automatic,42000,Diesel,20,68.9,2.1,Mercedes,44683
 GLA Class,2017,19890,Semi-Auto,22693,Diesel,125,56.5,2.1,Mercedes,28833
 C Class,2019,28990,Automatic,5000,Petrol,145,44.1,1.6,Mercedes,10959
 E Class,2017,20498,Semi-Auto,36455,Diesel,145,65.7,2.0,Mercedes,45000
 C Class,2019,28180,Automatic,5477,Diesel,145,58.9,2.1,Mercedes,44198
 5 Series,2018,26691,Automatic,28869,Petrol,145,37.7,3.0,BMW,619
 Q2,2018,20750,Semi-Auto,30200,Petrol,145,52.3,1.4,Audi,26741
 CL Class,2018,21980,Semi-Auto,24045,Diesel,145,67.3,2.1,Mercedes,14295
 A Class,2019,21190,Semi-Auto,14703,Diesel,145,67.3,1.5,Mercedes,34084
 3 Series,2016,19000,Semi-Auto,40500,Diesel,145,53.3,3.0,BMW,5563
 A4,2017,22199,Automatic,13063,Petrol,145,52.3,2.0,Audi,8537
 Up,2014,4330,Manual,49160,Petrol,20,62.8,1.0,VW,16010
 CL Class,2015,16091,Semi-Auto,50500,Diesel,20,67.3,2.1,Mercedes,13449
 A6,2016,19450,Automatic,28884,Diesel,30,61.4,2.0,Audi,44392
 C Class,2019,29480,Semi-Auto,1998,Petrol,145,47.1,1.5,Mercedes,37127
 Polo,2016,10795,Manual,28029,Petrol,0,65.7,1.0,VW,18146
 A3,2016,13995,Manual,43146,Diesel,20,65.7,2.0,Audi,24744
 1 Series,2013,10000,Manual,50248,Diesel,30,65.7,2.0,BMW,15000
 A4,2015,17000,Automatic,20451,Diesel,145,53.3,2.0,Audi,44361
 Golf,2019,16299,Automatic,4821,Diesel,145,54.3,1.6,VW,6794
 Q7,2009,8995,Automatic,136000,Diesel,540,31.0,3.0,Audi,44393
 Polo,2017,13000,Semi-Auto,11101,Petrol,20,60.1,1.2,VW,34945
 Golf,2016,19990,Semi-Auto,33833,Petrol,160,44.1,2.0,VW,15928
 3 Series,2020,31990,Semi-Auto,3450,Petrol,150,40.4,2.0,BMW,17075
 Polo,2016,12990,Semi-Auto,50348,Petrol,125,50.4,1.8,VW,12753
 A Class,2020,33120,Semi-Auto,437,Petrol,145,53.3,1.3,Mercedes,16507
 Up,2020,10450,Manual,1393,Petrol,145,54.3,1.0,VW,42358
 Golf,2016,13998,Manual,21289,Diesel,20,68.9,2.0,VW,46589
 X5,2015,23421,Automatic,31526,Diesel,200,47.9,3.0,BMW,8233
 A Class,2020,21750,Manual,2896,Petrol,145,47.1,1.3,Mercedes,37466
 GLA Class,2015,15390,Semi-Auto,60216,Diesel,125,55.4,2.1,Mercedes,22779
 Polo,2017,13799,Automatic,25182,Petrol,20,61.4,1.4,VW,26855
 Q5,2014,19950,Semi-Auto,38628,Diesel,200,47.1,2.0,Audi,3554
 Polo,2016,9998,Manual,17249,Petrol,20,60.1,1.2,VW,1740
 1 Series,2010,2450,Manual,117454,Diesel,30,62.8,2.0,BMW,33999
 GLA Class,2017,17199,Semi-Auto,50000,Diesel,145,67.3,2.1,Mercedes,6455
 E Class,2017,22444,Automatic,10547,Diesel,165,52.3,3.0,Mercedes,39970
 A5,2016,22490,Automatic,31987,Petrol,265,35.8,3.0,Audi,13407
 Golf,2014,10501,Manual,27000,Petrol,125,53.3,1.4,VW,34407
 E Class,2019,32980,Semi-Auto,5164,Diesel,145,57.7,2.0,Mercedes,35290
 Golf,2019,19995,Manual,8557,Petrol,145,47.9,1.5,VW,20957
 A Class,2017,16722,Manual,18894,Petrol,145,51.4,1.6,Mercedes,31672
 A3,2016,13295,Semi-Auto,42203,Petrol,20,60.1,1.4,Audi,33700
 A3,2014,8280,Manual,81457,Diesel,0,74.3,1.6,Audi,32415
 A1,2017,17490,Semi-Auto,18000,Petrol,145,70.6,1.4,Audi,21942
 Up,2017,8450,Manual,21427,Petrol,150,64.2,1.0,VW,45832
 C Class,2017,15699,Automatic,33569,Petrol,125,53.3,2.0,Mercedes,42134
 Q3,2016,15991,Manual,33112,Diesel,30,60.1,2.0,Audi,9913
 C Class,2014,11290,Automatic,48000,Diesel,145,56.5,2.1,Mercedes,38725
 A5,2019,26399,Automatic,2567,Petrol,145,39.8,2.0,Audi,19954
 Golf,2014,7975,Manual,59000,Diesel,0,68.9,1.6,VW,1835
 Passat,2019,29999,Semi-Auto,8453,Diesel,150,37.2,2.0,VW,17751
 Q3,2019,26995,Manual,1500,Petrol,145,42.2,1.5,Audi,44816
 Up,2015,6191,Manual,20091,Petrol,20,62.8,1.0,VW,27756
 A Class,2017,18500,Automatic,20571,Petrol,145,52.3,1.6,Mercedes,26968
 C Class,2019,24748,Automatic,13479,Petrol,145,47.1,1.5,Mercedes,26213
 GLE Class,2015,23699,Automatic,46117,Diesel,205,47.9,2.1,Mercedes,42080
 X1,2017,20000,Semi-Auto,24150,Diesel,145,57.6,2.0,BMW,45753
 A3,2016,13298,Manual,25244,Petrol,20,60.1,1.0,Audi,45295
 V Class,2015,26490,Automatic,48500,Diesel,200,45.6,2.1,Mercedes,38757
 X3,2019,35995,Automatic,3800,Diesel,145,54.3,2.0,BMW,21585
 A Class,2019,23338,Semi-Auto,2009,Petrol,150,28.5,1.3,Mercedes,34829
 Golf,2012,8640,Automatic,40965,Petrol,145,47.1,1.4,VW,42533
 GLC Class,2020,42995,Automatic,20,Diesel,145,43.5,2.0,Mercedes,13961
 Passat,2019,16795,Manual,15435,Diesel,150,51.4,2.0,VW,30133
 3 Series,2019,27500,Semi-Auto,9262,Diesel,145,52.3,2.0,BMW,1096
 Tiguan,2017,18800,Manual,27000,Diesel,145,50.4,2.0,VW,28087
 Golf,2017,14990,Manual,21444,Diesel,20,68.9,2.0,VW,1711
 C Class,2016,16450,Automatic,70000,Diesel,30,64.2,2.1,Mercedes,29867
 X3,2019,30200,Semi-Auto,19915,Petrol,145,30.4,2.0,BMW,26064
 Passat,2019,24950,Manual,2000,Petrol,145,45.6,1.5,VW,37089
 E Class,2019,28049,Semi-Auto,14307,Diesel,145,65.7,2.0,Mercedes,28580
 A Class,2016,13490,Manual,35000,Petrol,145,49.6,1.6,Mercedes,967
 Golf,2020,19250,Manual,999,Petrol,145,50.4,1.5,VW,20285
 GLC Class,2017,30999,Semi-Auto,36056,Diesel,145,56.5,2.1,Mercedes,40760
 1 Series,2019,18999,Semi-Auto,12011,Diesel,145,65.7,2.0,BMW,23063
 Q3,2016,17395,Manual,34500,Diesel,160,49.6,2.0,Audi,46653
 Up,2016,8000,Manual,11436,Petrol,20,61.4,1.0,VW,27527
 4 Series,2015,21000,Automatic,21883,Petrol,260,37.2,3.0,BMW,41983
 Polo,2019,11650,Manual,20158,Petrol,145,48.7,1.0,VW,29473
 Q5,2011,13999,Automatic,59986,Petrol,300,33.2,2.0,Audi,38680
 Polo,2015,9000,Manual,34457,Petrol,20,60.1,1.2,VW,32475
 Polo,2019,20490,Semi-Auto,5999,Petrol,145,39.8,2.0,VW,18916
 Golf,2017,18691,Semi-Auto,37642,Petrol,160,44.1,2.0,VW,4074
 Golf,2019,20850,Semi-Auto,6105,Petrol,145,44.8,1.5,VW,29508
 GLE Class,2016,24000,Automatic,55015,Diesel,200,47.9,2.1,Mercedes,35492
 Tiguan,2016,14790,Manual,48209,Diesel,125,58.9,2.0,VW,26602
 Golf,2015,17995,Manual,25000,Petrol,145,47.1,2.0,VW,29803
 1 Series,2018,15500,Manual,5827,Petrol,145,37.7,1.5,BMW,10509
 C Class,2016,20092,Semi-Auto,25803,Diesel,30,61.4,2.1,Mercedes,80
 Golf,2020,34790,Semi-Auto,2500,Petrol,145,32.8,2.0,VW,23762
 Golf,2019,18491,Manual,11,Petrol,145,47.1,1.5,VW,26165
 Tiguan,2019,22990,Automatic,5348,Petrol,150,37.7,1.5,VW,33577
 Golf,2019,19350,Semi-Auto,8552,Diesel,145,52.3,2.0,VW,23236
 X5,2019,43750,Semi-Auto,10829,Diesel,145,37.7,3.0,BMW,4452
 Polo,2017,10650,Manual,18000,Petrol,145,60.1,1.2,VW,9725
 T-Roc,2018,18495,Manual,10398,Petrol,145,53.3,1.5,VW,13988
 A1,2018,13995,Manual,8413,Petrol,150,56.5,1.4,Audi,2702
 C Class,2019,19749,Semi-Auto,14536,Petrol,145,46.3,1.5,Mercedes,17969
 T-Roc,2018,17995,Manual,10826,Petrol,150,55.4,1.0,VW,36077
 Golf,2017,16798,Manual,32251,Diesel,20,67.3,2.0,VW,33480
 Golf,2018,18298,Manual,12255,Petrol,145,55.4,1.5,VW,29971
 2 Series,2016,10400,Manual,37567,Diesel,0,74.3,1.5,BMW,26935
 C Class,2013,11900,Semi-Auto,33925,Petrol,160,44.8,1.6,Mercedes,32515
 Tiguan,2016,13497,Manual,35413,Diesel,145,53.3,2.0,VW,46588
